event_id,event_slug,event_title,event_volume,market_id,condition_id,market_slug,question,group_item_title,outcomes,outcome_prices,clob_token_ids,yes_price,no_price,yes_token_id,no_token_id,best_bid,best_ask,spread,market_volume,liquidity,neg_risk,active,closed,accepting_orders,end_date,matched_prediction_slug,prediction_c,prediction_model,interval_lower,interval_upper,interval_unit,fair_yes_probability,fair_no_probability,yes_buy_price,no_buy_price,yes_fee_per_share,no_fee_per_share,yes_net_edge,no_net_edge,strategy_version,model_sigma_c,visible_bucket_count,visible_bucket_rank,visible_top_bucket,visible_top_bucket_probability,is_visible_top_bucket,is_near_visible_top_bucket,decision_reason,risk_flags,paper_side,paper_price,paper_fair_probability,paper_net_edge,paper_decision_score,suggested_max_stake_usdc,market_has_ended,reason
439964,highest-temperature-in-taipei-on-may-4-2026,Highest temperature in Taipei on May 4?,324376.59931,2137413,0x7c67949bf2f611076eb79c6b24f6b8dcbf3d63d3621c7096b886078921acdb4e,highest-temperature-in-taipei-on-may-4-2026-24c,Will the highest temperature in Taipei be 24°C on May 4?,24°C,"[""Yes"", ""No""]","[0.9995, 0.0005]","[""115277340256667638978274990729383054709679178630339258672795922085535663097388"", ""91316954333294012316622689588601682667909272664295847375344082924499546667115""]",0.9995,0.0005,115277340256667638978274990729383054709679178630339258672795922085535663097388,91316954333294012316622689588601682667909272664295847375344082924499546667115,0.999,1.0,0.001,188859.68929199997,56388.13098,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-taipei-on-may-4-2026,24.646681470994558,sklearn_hist_gradient_boosting_bias_corrector,23.5,24.5,celsius,0.238752,0.761248,1.0,0.001,0.0,5e-05,-0.761248,0.760198,betting_v2_conservative,1.5,4,2,25°C,0.25423,0,1,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439964,highest-temperature-in-taipei-on-may-4-2026,Highest temperature in Taipei on May 4?,324376.59931,2137414,0x588851f7cfc4b0f206a47b03ddb7cd42faadeb6b1790c94687d8da637a898cb2,highest-temperature-in-taipei-on-may-4-2026-25c,Will the highest temperature in Taipei be 25°C on May 4?,25°C,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""67861072766694935636510098726866750237896031152287351480190157822997731488277"", ""46455764692179591053388832601481516794904300849652360792528697933591794838609""]",0.0005,0.9995,67861072766694935636510098726866750237896031152287351480190157822997731488277,46455764692179591053388832601481516794904300849652360792528697933591794838609,,0.001,0.001,72099.57864200001,15790.41942,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-taipei-on-may-4-2026,24.646681470994558,sklearn_hist_gradient_boosting_bias_corrector,24.5,25.5,celsius,0.25423,0.74577,0.001,0.9995,5e-05,2.5e-05,0.25318,-0.253755,betting_v2_conservative,1.5,4,1,25°C,0.25423,1,1,market already ended,model top bucket; ended,NO_TRADE,,,,,,1,market already ended
439964,highest-temperature-in-taipei-on-may-4-2026,Highest temperature in Taipei on May 4?,324376.59931,2137415,0x05bc3d43298250f5f7608288d81d710e2d8b7b199d8c454224aebd1231c6837b,highest-temperature-in-taipei-on-may-4-2026-26c,Will the highest temperature in Taipei be 26°C on May 4?,26°C,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""68743674322445649425297662232916820689902055426183577668463805060762974426257"", ""107074326794529786921117744252344698838293821124872824444496782262188913501795""]",0.0005,0.9995,68743674322445649425297662232916820689902055426183577668463805060762974426257,107074326794529786921117744252344698838293821124872824444496782262188913501795,,0.001,0.001,17181.530633000013,37376.38637,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-taipei-on-may-4-2026,24.646681470994558,sklearn_hist_gradient_boosting_bias_corrector,25.5,26.5,celsius,0.176405,0.823595,0.001,0.9995,5e-05,2.5e-05,0.175355,-0.17593,betting_v2_conservative,1.5,4,3,25°C,0.25423,0,0,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439964,highest-temperature-in-taipei-on-may-4-2026,Highest temperature in Taipei on May 4?,324376.59931,2137416,0xa2275e92f40d31a528e0439e2c1d45e106e74890f1c711389acfc12a99719ae1,highest-temperature-in-taipei-on-may-4-2026-27corhigher,Will the highest temperature in Taipei be 27°C or higher on May 4?,27°C or higher,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""56892767464619848738218698031093926920779471945595549024966340270029015826571"", ""77771559746950060196268170117142825150999078633140178497759064567625539830470""]",0.0005,0.9995,56892767464619848738218698031093926920779471945595549024966340270029015826571,77771559746950060196268170117142825150999078633140178497759064567625539830470,,0.001,0.001,17412.08444700001,38936.69647,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-taipei-on-may-4-2026,24.646681470994558,sklearn_hist_gradient_boosting_bias_corrector,26.5,,celsius,0.108314,0.891686,0.001,0.9995,5e-05,2.5e-05,0.107264,-0.107839,betting_v2_conservative,1.5,4,4,25°C,0.25423,0,0,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439940,highest-temperature-in-london-on-may-4-2026,Highest temperature in London on May 4?,279090.8376520001,2137143,0x5b551cfd85228fc8f5a8b0995552eecab2ff64b38ec09ef2d459bad2bee10545,highest-temperature-in-london-on-may-4-2026-15c,Will the highest temperature in London be 15°C on May 4?,15°C,"[""Yes"", ""No""]","[0.9755, 0.0245]","[""9586333944956790323226283514347121743617025649549979363348837536706995301010"", ""30381294194599328065947725817520035719340667785030638090766701113067430662488""]",0.9755,0.0245,9586333944956790323226283514347121743617025649549979363348837536706995301010,30381294194599328065947725817520035719340667785030638090766701113067430662488,0.975,0.976,0.001,76860.11918199995,1167.92949,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-london-on-may-4-2026,17.277227014782568,sklearn_hist_gradient_boosting_bias_corrector,14.5,15.5,celsius,0.085995,0.914005,0.976,0.025,0.001171,0.001219,-0.891176,0.887786,betting_v2_conservative,1.5,5,5,17°C,0.256856,0,0,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439940,highest-temperature-in-london-on-may-4-2026,Highest temperature in London on May 4?,279090.8376520001,2137144,0x517b119398bea11d3cb9e82f6a4f13e4df7516a2fc78dcb592649e72c092d9c5,highest-temperature-in-london-on-may-4-2026-16c,Will the highest temperature in London be 16°C on May 4?,16°C,"[""Yes"", ""No""]","[0.0255, 0.9745]","[""107221806154254701586776903854997653405870622228128727115299131149798734266871"", ""69431286913360731293194453644324647251643577219105947558423514767241877416472""]",0.0255,0.9745,107221806154254701586776903854997653405870622228128727115299131149798734266871,69431286913360731293194453644324647251643577219105947558423514767241877416472,0.021,0.03,0.009,49202.69387699999,1235.90949,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-london-on-may-4-2026,17.277227014782568,sklearn_hist_gradient_boosting_bias_corrector,15.5,16.5,celsius,0.184132,0.815868,0.03,0.979,0.001455,0.001028,0.152677,-0.16416,betting_v2_conservative,1.5,5,3,17°C,0.256856,0,0,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439940,highest-temperature-in-london-on-may-4-2026,Highest temperature in London on May 4?,279090.8376520001,2137145,0x1e412dc5b531bdba89a1bceca1c7115ea20ab89630b24289b5e209b2fe2aa2af,highest-temperature-in-london-on-may-4-2026-17c,Will the highest temperature in London be 17°C on May 4?,17°C,"[""Yes"", ""No""]","[0.0035, 0.9965]","[""33300557169888694971185532095856711304784081136553919918761914222866117057776"", ""83241354386312799814409564409429912632491655312251329972899226113900580597288""]",0.0035,0.9965,33300557169888694971185532095856711304784081136553919918761914222866117057776,83241354386312799814409564409429912632491655312251329972899226113900580597288,0.002,0.005,0.003,49047.85039500004,3032.53658,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-london-on-may-4-2026,17.277227014782568,sklearn_hist_gradient_boosting_bias_corrector,16.5,17.5,celsius,0.256856,0.743144,0.005,0.998,0.000249,0.0001,0.251607,-0.254955,betting_v2_conservative,1.5,5,1,17°C,0.256856,1,1,market already ended,model top bucket; ended,NO_TRADE,,,,,,1,market already ended
439940,highest-temperature-in-london-on-may-4-2026,Highest temperature in London on May 4?,279090.8376520001,2137146,0xf2ee1ee0d660d88b865dcd900a9fcae2b03a7f752c2da00250e9e36aeed8074d,highest-temperature-in-london-on-may-4-2026-18c,Will the highest temperature in London be 18°C on May 4?,18°C,"[""Yes"", ""No""]","[0.002, 0.998]","[""29974764695843769380802530691562640743646880428302351169241298123116899302025"", ""53940570502663762468828929595324720253199248424695596379610449200778060517499""]",0.002,0.998,29974764695843769380802530691562640743646880428302351169241298123116899302025,53940570502663762468828929595324720253199248424695596379610449200778060517499,0.001,0.003,0.002,28754.579967000063,1548.02013,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-london-on-may-4-2026,17.277227014782568,sklearn_hist_gradient_boosting_bias_corrector,17.5,18.5,celsius,0.233484,0.766516,0.003,0.999,0.00015,5e-05,0.230334,-0.232534,betting_v2_conservative,1.5,5,2,17°C,0.256856,0,1,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439940,highest-temperature-in-london-on-may-4-2026,Highest temperature in London on May 4?,279090.8376520001,2137147,0x27fff950da9e3ab34a6ccd2fd31c9ec74496bb771833c8d9420e291094c8d561,highest-temperature-in-london-on-may-4-2026-19c,Will the highest temperature in London be 19°C on May 4?,19°C,"[""Yes"", ""No""]","[0.0015, 0.9985]","[""56569620355059373019613665170905267051661101909617061439452338841374300964990"", ""53439981376497713332385617157873120251045473156499385314490394574227291634385""]",0.0015,0.9985,56569620355059373019613665170905267051661101909617061439452338841374300964990,53439981376497713332385617157873120251045473156499385314490394574227291634385,0.001,0.002,0.001,26841.581841000017,2104.24855,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-london-on-may-4-2026,17.277227014782568,sklearn_hist_gradient_boosting_bias_corrector,18.5,19.5,celsius,0.138294,0.861706,0.002,0.999,0.0001,5e-05,0.136194,-0.137344,betting_v2_conservative,1.5,5,4,17°C,0.256856,0,0,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439944,highest-temperature-in-seoul-on-may-4-2026,Highest temperature in Seoul on May 4?,210027.35808100007,2137192,0xdd14d7fef1522ebd964d94e3c220eb40cf9529bd2d99bf6b5407cf34063cead0,highest-temperature-in-seoul-on-may-4-2026-18c,Will the highest temperature in Seoul be 18°C on May 4?,18°C,"[""Yes"", ""No""]","[0.9995, 0.0005]","[""15310827524470025579232768188593871056094977874795001138710161352463057020112"", ""22418507373516213848680884588893939531843073542547694337180541307654051998022""]",0.9995,0.0005,15310827524470025579232768188593871056094977874795001138710161352463057020112,22418507373516213848680884588893939531843073542547694337180541307654051998022,0.999,1.0,0.001,29555.95767000003,31901.94218,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-seoul-on-may-4-2026,17.54728202333887,sklearn_hist_gradient_boosting_bias_corrector,17.5,18.5,celsius,0.249906,0.750094,1.0,0.001,0.0,5e-05,-0.750094,0.749044,betting_v2_conservative,1.5,3,1,18°C,0.249906,1,1,market already ended,model top bucket; ended,NO_TRADE,,,,,,1,market already ended
439944,highest-temperature-in-seoul-on-may-4-2026,Highest temperature in Seoul on May 4?,210027.35808100007,2137193,0xb68c89785f5b3f0c413ac67577f2c662ee2365ca0d6f5fa70bd13d4065517b6e,highest-temperature-in-seoul-on-may-4-2026-19c,Will the highest temperature in Seoul be 19°C on May 4?,19°C,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""69567759759028178284600045222938221890303857673683857293000935632154263212959"", ""45698961149259996940065884812484690017741347071007934138932584416367103879316""]",0.0005,0.9995,69567759759028178284600045222938221890303857673683857293000935632154263212959,45698961149259996940065884812484690017741347071007934138932584416367103879316,,0.001,0.001,33012.98379300001,30621.30099,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-seoul-on-may-4-2026,17.54728202333887,sklearn_hist_gradient_boosting_bias_corrector,18.5,19.5,celsius,0.166176,0.833824,0.001,0.9995,5e-05,2.5e-05,0.165127,-0.165701,betting_v2_conservative,1.5,3,2,18°C,0.249906,0,0,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439944,highest-temperature-in-seoul-on-may-4-2026,Highest temperature in Seoul on May 4?,210027.35808100007,2137194,0x560643bd9878aca406b48763e5c40cc68aba25aa1a765fda3fc8f5b37e77b036,highest-temperature-in-seoul-on-may-4-2026-20corhigher,Will the highest temperature in Seoul be 20°C or higher on May 4?,20°C or higher,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""26147482016767426890866180027135617865405898800353087230833610326211322023663"", ""33867819511862240218566207246769036250794633455892792952682184066088830842801""]",0.0005,0.9995,26147482016767426890866180027135617865405898800353087230833610326211322023663,33867819511862240218566207246769036250794633455892792952682184066088830842801,,0.001,0.001,54989.42943500001,27060.16585,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-seoul-on-may-4-2026,17.54728202333887,sklearn_hist_gradient_boosting_bias_corrector,19.5,,celsius,0.09649,0.90351,0.001,0.9995,5e-05,2.5e-05,0.09544,-0.096015,betting_v2_conservative,1.5,3,3,18°C,0.249906,0,0,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439960,highest-temperature-in-singapore-on-may-4-2026,Highest temperature in Singapore on May 4?,176074.43247200001,2137367,0x7f18319e674f641820b44991723a14a967365c9313526ccab53d83256cce59ed,highest-temperature-in-singapore-on-may-4-2026-31c,Will the highest temperature in Singapore be 31°C on May 4?,31°C,"[""Yes"", ""No""]","[0.9995, 0.0005]","[""70655631791975825880985385102087549551723993850543938034917515904874720562386"", ""107850688990843119345843434880998621506780709376173530867016871618966912434338""]",0.9995,0.0005,70655631791975825880985385102087549551723993850543938034917515904874720562386,107850688990843119345843434880998621506780709376173530867016871618966912434338,0.999,1.0,0.001,25731.98302500002,47538.55458,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-singapore-on-may-4-2026,30.91477850759749,sklearn_hist_gradient_boosting_bias_corrector,30.5,31.5,celsius,0.260712,0.739288,1.0,0.001,0.0,5e-05,-0.739288,0.738238,betting_v2_conservative,1.5,5,1,31°C,0.260712,1,1,market already ended,model top bucket; ended,NO_TRADE,,,,,,1,market already ended
439960,highest-temperature-in-singapore-on-may-4-2026,Highest temperature in Singapore on May 4?,176074.43247200001,2137368,0xe7dab896e00cb144485475b5349b9d049d188c52e850441276bc745f543a257f,highest-temperature-in-singapore-on-may-4-2026-32c,Will the highest temperature in Singapore be 32°C on May 4?,32°C,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""45448062170536033025845673368926257178077062671237808026192593395578151938435"", ""9197179598541069304909747760390264332607272098504623335809311540761021550177""]",0.0005,0.9995,45448062170536033025845673368926257178077062671237808026192593395578151938435,9197179598541069304909747760390264332607272098504623335809311540761021550177,,0.001,0.001,24560.766509000005,46313.9525,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-singapore-on-may-4-2026,30.91477850759749,sklearn_hist_gradient_boosting_bias_corrector,31.5,32.5,celsius,0.202916,0.797084,0.001,0.9995,5e-05,2.5e-05,0.201866,-0.202441,betting_v2_conservative,1.5,5,2,31°C,0.260712,0,1,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439960,highest-temperature-in-singapore-on-may-4-2026,Highest temperature in Singapore on May 4?,176074.43247200001,2137369,0x9f02e6f38c1f3ac864e18468a381c9a575d7d51ae252e60e5499dfb9319a4c61,highest-temperature-in-singapore-on-may-4-2026-33c,Will the highest temperature in Singapore be 33°C on May 4?,33°C,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""59781576319635304272611518257535110893753686977035275584815778274220214622467"", ""33705808230144759676695612964545669328998961059562344464964374873544328076714""]",0.0005,0.9995,59781576319635304272611518257535110893753686977035275584815778274220214622467,33705808230144759676695612964545669328998961059562344464964374873544328076714,,0.001,0.001,29044.28377599998,46697.49269,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-singapore-on-may-4-2026,30.91477850759749,sklearn_hist_gradient_boosting_bias_corrector,32.5,33.5,celsius,0.102897,0.897103,0.001,0.9995,5e-05,2.5e-05,0.101847,-0.102422,betting_v2_conservative,1.5,5,3,31°C,0.260712,0,0,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439960,highest-temperature-in-singapore-on-may-4-2026,Highest temperature in Singapore on May 4?,176074.43247200001,2137370,0xa5076cbb292ce2a69bdbf0703695481eb56064a0edc8b307418d65337b4fa433,highest-temperature-in-singapore-on-may-4-2026-34c,Will the highest temperature in Singapore be 34°C on May 4?,34°C,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""47996655284291889295593644565994158678553887044487065475338580942789500734934"", ""82450626188350999208515885704962150090761601130257837012993673303244406526662""]",0.0005,0.9995,47996655284291889295593644565994158678553887044487065475338580942789500734934,82450626188350999208515885704962150090761601130257837012993673303244406526662,,0.001,0.001,23578.679301999993,49031.77543,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-singapore-on-may-4-2026,30.91477850759749,sklearn_hist_gradient_boosting_bias_corrector,33.5,34.5,celsius,0.03398,0.96602,0.001,0.9995,5e-05,2.5e-05,0.03293,-0.033505,betting_v2_conservative,1.5,5,4,31°C,0.260712,0,0,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439960,highest-temperature-in-singapore-on-may-4-2026,Highest temperature in Singapore on May 4?,176074.43247200001,2137371,0xbeaf6cab3643eb942fe195424c00de3e8cc02c159307f8253dd1a08b1d24c33c,highest-temperature-in-singapore-on-may-4-2026-35corhigher,Will the highest temperature in Singapore be 35°C or higher on May 4?,35°C or higher,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""84446267266933164187599967542521637386333869606975459400654992651470525093358"", ""92597154123307669054544668655928867421857153359693145472426916648093803830981""]",0.0005,0.9995,84446267266933164187599967542521637386333869606975459400654992651470525093358,92597154123307669054544668655928867421857153359693145472426916648093803830981,,0.001,0.001,8492.918719,96812.20934,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-singapore-on-may-4-2026,30.91477850759749,sklearn_hist_gradient_boosting_bias_corrector,34.5,,celsius,0.008421,0.991579,0.001,0.9995,5e-05,2.5e-05,0.007371,-0.007946,betting_v2_conservative,1.5,5,5,31°C,0.260712,0,0,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439958,highest-temperature-in-hong-kong-on-may-4-2026,Highest temperature in Hong Kong on May 4?,168183.50237200002,2137349,0x0fa1f67dfe0660a02edded0ed868ed2b0740a849a31caaf06e6e9661b85fdb95,highest-temperature-in-hong-kong-on-may-4-2026-26corhigher,Will the highest temperature in Hong Kong be 26°C or higher on May 4?,26°C or higher,"[""Yes"", ""No""]","[0.9995, 0.0005]","[""112447578828177231594228264024996570923120416021700597931909230421428623314201"", ""109027735202059443910924750634843454360978955482901803509163229603075443628829""]",0.9995,0.0005,112447578828177231594228264024996570923120416021700597931909230421428623314201,109027735202059443910924750634843454360978955482901803509163229603075443628829,0.999,1.0,0.001,59499.72167700001,61818.26575,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-hong-kong-on-may-4-2026,25.005443110431013,sklearn_hist_gradient_boosting_bias_corrector,25.5,,celsius,0.370812,0.629188,1.0,0.001,0.0,5e-05,-0.629188,0.628138,betting_v2_conservative,1.5,5,1,26°C or higher,0.370812,1,1,market already ended,model top bucket; ended,NO_TRADE,,,,,,1,market already ended
439958,highest-temperature-in-hong-kong-on-may-4-2026,Highest temperature in Hong Kong on May 4?,168183.50237200002,2137339,0xec48ed18a574c2f1bd63ad6b0af6b15bc84bc556231e53161985c651b86d87be,highest-temperature-in-hong-kong-on-may-4-2026-16corbelow,Will the highest temperature in Hong Kong be 16°C or below on May 4?,16°C or below,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""85706670194422551578660113691449231182529146529111144061329716794740618356493"", ""115069489083380333266581314760803078354936424408825879031069978313583213563065""]",0.0005,0.9995,85706670194422551578660113691449231182529146529111144061329716794740618356493,115069489083380333266581314760803078354936424408825879031069978313583213563065,,0.001,0.001,2282.3525,19845.13554,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-hong-kong-on-may-4-2026,25.005443110431013,sklearn_hist_gradient_boosting_bias_corrector,,16.5,celsius,0.0,1.0,0.001,0.9995,5e-05,2.5e-05,-0.00105,0.000475,betting_v2_conservative,1.5,5,4,26°C or higher,0.370812,0,0,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439958,highest-temperature-in-hong-kong-on-may-4-2026,Highest temperature in Hong Kong on May 4?,168183.50237200002,2137340,0x6c54d8d13430faff52e22d7cd3142466ce684349fefdf42039e58f6664756067,highest-temperature-in-hong-kong-on-may-4-2026-17c,Will the highest temperature in Hong Kong be 17°C on May 4?,17°C,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""5316216010476065273817442590084028836828033761763879204264401856691517116504"", ""47809195507906708690498639650012500144758786406624160443850123474967787355835""]",0.0005,0.9995,5316216010476065273817442590084028836828033761763879204264401856691517116504,47809195507906708690498639650012500144758786406624160443850123474967787355835,,0.001,0.001,6300.743665,22006.99365,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-hong-kong-on-may-4-2026,25.005443110431013,sklearn_hist_gradient_boosting_bias_corrector,16.5,17.5,celsius,0.0,1.0,0.001,0.9995,5e-05,2.5e-05,-0.00105,0.000475,betting_v2_conservative,1.5,5,5,26°C or higher,0.370812,0,0,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439958,highest-temperature-in-hong-kong-on-may-4-2026,Highest temperature in Hong Kong on May 4?,168183.50237200002,2137341,0x5ca95d71cdb94b2202dccbedb202c1c5fd09361247cb51e25d7adf29698473c3,highest-temperature-in-hong-kong-on-may-4-2026-18c,Will the highest temperature in Hong Kong be 18°C on May 4?,18°C,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""5909268814463807835595751454297257835365182497047822447183687413775679183552"", ""5918231747515031106162348991621505464665318529489441104322628831981905009697""]",0.0005,0.9995,5909268814463807835595751454297257835365182497047822447183687413775679183552,5918231747515031106162348991621505464665318529489441104322628831981905009697,,0.001,0.001,670.688,21183.72766,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-hong-kong-on-may-4-2026,25.005443110431013,sklearn_hist_gradient_boosting_bias_corrector,17.5,18.5,celsius,7e-06,0.999993,0.001,0.9995,5e-05,2.5e-05,-0.001043,0.000468,betting_v2_conservative,1.5,5,3,26°C or higher,0.370812,0,0,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439958,highest-temperature-in-hong-kong-on-may-4-2026,Highest temperature in Hong Kong on May 4?,168183.50237200002,2137342,0x41b9796b9f5a48b9170e01055aa0df494418099b92d41c7b73d71db4c24ee066,highest-temperature-in-hong-kong-on-may-4-2026-19c,Will the highest temperature in Hong Kong be 19°C on May 4?,19°C,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""105963347946619614603114307554083461903822487038255752588388131163877727572223"", ""47369621018847961471416327252536190886113772660297136187586218985510689366165""]",0.0005,0.9995,105963347946619614603114307554083461903822487038255752588388131163877727572223,47369621018847961471416327252536190886113772660297136187586218985510689366165,,0.001,0.001,1241.6114320000001,21119.78497,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-hong-kong-on-may-4-2026,25.005443110431013,sklearn_hist_gradient_boosting_bias_corrector,18.5,19.5,celsius,0.000114,0.999886,0.001,0.9995,5e-05,2.5e-05,-0.000936,0.000361,betting_v2_conservative,1.5,5,2,26°C or higher,0.370812,0,0,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439941,highest-temperature-in-paris-on-may-4-2026,Highest temperature in Paris on May 4?,144450.30181599993,2137155,0x1eaf782b96ad0ba896d9ccaab5dc4b2ea03be8552e90060a499d20a7b3aa1cc0,highest-temperature-in-paris-on-may-4-2026-18c,Will the highest temperature in Paris be 18°C on May 4?,18°C,"[""Yes"", ""No""]","[0.9945, 0.0055]","[""75151475013215312478141164753069491976096334002261845627733396125467721301687"", ""72372888158987713644123947073297028943509639661428223164025715256488622024685""]",0.9945,0.0055,75151475013215312478141164753069491976096334002261845627733396125467721301687,72372888158987713644123947073297028943509639661428223164025715256488622024685,0.993,0.996,0.003,19671.947717999992,1321.58007,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-paris-on-may-4-2026,16.72429632175591,sklearn_hist_gradient_boosting_bias_corrector,17.5,18.5,celsius,0.184285,0.815715,0.996,0.007,0.000199,0.000348,-0.811914,0.808367,betting_v2_conservative,1.5,5,1,18°C,0.184285,1,1,market already ended,model top bucket; ended,NO_TRADE,,,,,,1,market already ended
439941,highest-temperature-in-paris-on-may-4-2026,Highest temperature in Paris on May 4?,144450.30181599993,2137156,0x3c9fc4bbd62abdeafc6156a57b2a11438895a3d875d4f3abd11bc992412af55d,highest-temperature-in-paris-on-may-4-2026-19c,Will the highest temperature in Paris be 19°C on May 4?,19°C,"[""Yes"", ""No""]","[0.004, 0.996]","[""52336694497408361906195095968603997232138771926954167031468558954810421216702"", ""100715273417181418977469036343623167068664005170004950652287852853376167139196""]",0.004,0.996,52336694497408361906195095968603997232138771926954167031468558954810421216702,100715273417181418977469036343623167068664005170004950652287852853376167139196,0.003,0.005,0.002,19548.095247999965,1042.23915,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-paris-on-may-4-2026,16.72429632175591,sklearn_hist_gradient_boosting_bias_corrector,18.5,19.5,celsius,0.086123,0.913877,0.005,0.997,0.000249,0.00015,0.080874,-0.083272,betting_v2_conservative,1.5,5,2,18°C,0.184285,0,0,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439941,highest-temperature-in-paris-on-may-4-2026,Highest temperature in Paris on May 4?,144450.30181599993,2137157,0x4dbd8d2d72ee4a22ac1f39cee30789a56fe875911a6dcb967d6105d46c61da0d,highest-temperature-in-paris-on-may-4-2026-20c,Will the highest temperature in Paris be 20°C on May 4?,20°C,"[""Yes"", ""No""]","[0.0035, 0.9965]","[""94949042257860292783494961395348601183466359553902930564587119210414826835500"", ""13778166230706726423403556257976474937312900537822356486717436192017947811156""]",0.0035,0.9965,94949042257860292783494961395348601183466359553902930564587119210414826835500,13778166230706726423403556257976474937312900537822356486717436192017947811156,0.003,0.004,0.001,21779.869560000006,2269.54603,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-paris-on-may-4-2026,16.72429632175591,sklearn_hist_gradient_boosting_bias_corrector,19.5,20.5,celsius,0.026207,0.973793,0.004,0.997,0.000199,0.00015,0.022008,-0.023357,betting_v2_conservative,1.5,5,3,18°C,0.184285,0,0,market already ended,ended,NO_TRADE,,,,,,1,market already ended
439941,highest-temperature-in-paris-on-may-4-2026,Highest temperature in Paris on May 4?,144450.30181599993,2137158,0x1dd486b3541c436d44ecfcc6d2ba645235ad656e94346de499c70cc57c56482a,highest-temperature-in-paris-on-may-4-2026-21c,Will the highest temperature in Paris be 21°C on May 4?,21°C,"[""Yes"", ""No""]","[0.0015, 0.9985]","[""14190371484241590715678897944463588989915094707236093878861981105931392320984"", ""33088116564880930537181836643543631207079504071610013734617361212414024341520""]",0.0015,0.9985,14190371484241590715678897944463588989915094707236093878861981105931392320984,33088116564880930537181836643543631207079504071610013734617361212414024341520,0.001,0.002,0.001,14838.825018999996,3223.32426,1,1,0,1,2026-05-04T12:00:00Z,highest-temperature-in-paris-on-may-4-2026,16.72429632175591,sklearn_hist_gradient_boosting_bias_corrector,20.5,21.5,celsius,0.005189,0.994811,0.002,0.999,0.0001,5e-05,0.003089,-0.004239,betting_v2_conservative,1.5,5,4,18°C,0.184285,0,0,market already ended,ended,NO_TRADE,,,,,,1,market already ended
